date,AHP_period,foreign_group,value_usd_billions,share_of_foreign_total,foreign_total_usd_billions,TIC_classification_vintage
2007-12-01,2002M01-2007M12,United Kingdom,157.900000,0.0671600527,2351.100000,pre-2012 TIC classification
2007-12-01,2002M01-2007M12,Mainland China,477.600000,0.2031389562,2351.100000,pre-2012 TIC classification
2007-12-01,2002M01-2007M12,Japan,579.900000,0.2466505040,2351.100000,pre-2012 TIC classification
2009-02-01,2008M01-2023M09,All other foreign,855.500000,0.2705651665,3161.900000,pre-2012 TIC classification
2009-02-01,2008M01-2023M09,EU-27 (identifiable),288.500000,0.0912426073,3161.900000,pre-2012 TIC classification
2009-02-01,2008M01-2023M09,Middle East (reported/bridge),250.200000,0.0791296372,3161.900000,pre-2012 TIC classification
2009-02-01,2008M01-2023M09,Four Asian dragons,221.700000,0.0701160695,3161.900000,pre-2012 TIC classification
2009-02-01,2008M01-2023M09,Canada,10.300000,0.0032575350,3161.900000,pre-2012 TIC classification
2009-02-01,2008M01-2023M09,United Kingdom,129.600000,0.0409880135,3161.900000,pre-2012 TIC classification
2009-02-01,2008M01-2023M09,Mainland China,744.200000,0.2353648123,3161.900000,pre-2012 TIC classification
2009-02-01,2008M01-2023M09,Japan,661.900000,0.2093361586,3161.900000,pre-2012 TIC classification
2009-03-01,2008M01-2023M09,All other foreign,872.800000,0.2672627614,3265.700000,pre-2012 TIC classification
2009-03-01,2008M01-2023M09,EU-27 (identifiable),313.100000,0.0958753100,3265.700000,pre-2012 TIC classification
2009-03-01,2008M01-2023M09,Middle East (reported/bridge),259.600000,0.0794929112,3265.700000,pre-2012 TIC classification
2009-03-01,2008M01-2023M09,Four Asian dragons,226.000000,0.0692041522,3265.700000,pre-2012 TIC classification
2009-03-01,2008M01-2023M09,Canada,11.300000,0.0034602076,3265.700000,pre-2012 TIC classification
2009-03-01,2008M01-2023M09,United Kingdom,128.300000,0.0392871360,3265.700000,pre-2012 TIC classification
2009-03-01,2008M01-2023M09,Mainland China,767.900000,0.2351410111,3265.700000,pre-2012 TIC classification
2009-03-01,2008M01-2023M09,Japan,686.700000,0.2102765104,3265.700000,pre-2012 TIC classification
2009-04-01,2008M01-2023M09,All other foreign,857.600000,0.2628981331,3262.100000,pre-2012 TIC classification
2009-04-01,2008M01-2023M09,EU-27 (identifiable),301.600000,0.0924557800,3262.100000,pre-2012 TIC classification
2009-04-01,2008M01-2023M09,Middle East (reported/bridge),253.800000,0.0778026425,3262.100000,pre-2012 TIC classification
2009-04-01,2008M01-2023M09,Four Asian dragons,234.400000,0.0718555532,3262.100000,pre-2012 TIC classification
2009-04-01,2008M01-2023M09,Canada,12.500000,0.0038318874,3262.100000,pre-2012 TIC classification
2009-04-01,2008M01-2023M09,United Kingdom,152.800000,0.0468409920,3262.100000,pre-2012 TIC classification
2009-04-01,2008M01-2023M09,Mainland China,763.500000,0.2340516845,3262.100000,pre-2012 TIC classification
2009-04-01,2008M01-2023M09,Japan,685.900000,0.2102633273,3262.100000,pre-2012 TIC classification
2009-05-01,2008M01-2023M09,All other foreign,834.900000,0.2535686084,3292.600000,pre-2012 TIC classification
2009-05-01,2008M01-2023M09,EU-27 (identifiable),299.300000,0.0909008079,3292.600000,pre-2012 TIC classification
2009-05-01,2008M01-2023M09,Middle East (reported/bridge),258.800000,0.0786004981,3292.600000,pre-2012 TIC classification
2009-05-01,2008M01-2023M09,Four Asian dragons,246.000000,0.0747129928,3292.600000,pre-2012 TIC classification
2009-05-01,2008M01-2023M09,Canada,11.000000,0.0033408249,3292.600000,pre-2012 TIC classification
2009-05-01,2008M01-2023M09,United Kingdom,163.900000,0.0497782907,3292.600000,pre-2012 TIC classification
2009-05-01,2008M01-2023M09,Mainland China,801.500000,0.2434246492,3292.600000,pre-2012 TIC classification
2009-05-01,2008M01-2023M09,Japan,677.200000,0.2056733281,3292.600000,pre-2012 TIC classification
2009-06-01,2008M01-2023M09,All other foreign,847.600000,0.2504802151,3383.900000,pre-2012 TIC classification
2009-06-01,2008M01-2023M09,EU-27 (identifiable),309.200000,0.0913738586,3383.900000,pre-2012 TIC classification
2009-06-01,2008M01-2023M09,Middle East (reported/bridge),253.500000,0.0749135613,3383.900000,pre-2012 TIC classification
2009-06-01,2008M01-2023M09,Four Asian dragons,254.000000,0.0750613198,3383.900000,pre-2012 TIC classification
2009-06-01,2008M01-2023M09,Canada,18.400000,0.0054375129,3383.900000,pre-2012 TIC classification
2009-06-01,2008M01-2023M09,United Kingdom,213.600000,0.0631224327,3383.900000,pre-2012 TIC classification
2009-06-01,2008M01-2023M09,Mainland China,776.400000,0.2294394042,3383.900000,pre-2012 TIC classification
2009-06-01,2008M01-2023M09,Japan,711.200000,0.2101716954,3383.900000,pre-2012 TIC classification
2009-07-01,2008M01-2023M09,All other foreign,853.800000,0.2435392778,3505.800000,pre-2012 TIC classification
2009-07-01,2008M01-2023M09,EU-27 (identifiable),297.200000,0.0847738034,3505.800000,pre-2012 TIC classification
2009-07-01,2008M01-2023M09,Middle East (reported/bridge),265.200000,0.0756460722,3505.800000,pre-2012 TIC classification
2009-07-01,2008M01-2023M09,Four Asian dragons,307.600000,0.0877403160,3505.800000,pre-2012 TIC classification
2009-07-01,2008M01-2023M09,Canada,24.100000,0.0068743226,3505.800000,pre-2012 TIC classification
2009-07-01,2008M01-2023M09,United Kingdom,97.100000,0.0276969593,3505.800000,pre-2012 TIC classification
2009-07-01,2008M01-2023M09,Mainland China,939.900000,0.2680985795,3505.800000,pre-2012 TIC classification
2009-07-01,2008M01-2023M09,Japan,720.900000,0.2056306692,3505.800000,pre-2012 TIC classification
2009-08-01,2008M01-2023M09,All other foreign,839.600000,0.2377729319,3531.100000,pre-2012 TIC classification
2009-08-01,2008M01-2023M09,EU-27 (identifiable),307.700000,0.0871399847,3531.100000,pre-2012 TIC classification
2009-08-01,2008M01-2023M09,Middle East (reported/bridge),269.000000,0.0761802271,3531.100000,pre-2012 TIC classification
2009-08-01,2008M01-2023M09,Four Asian dragons,316.300000,0.0895754864,3531.100000,pre-2012 TIC classification
2009-08-01,2008M01-2023M09,Canada,30.200000,0.0085525757,3531.100000,pre-2012 TIC classification
2009-08-01,2008M01-2023M09,United Kingdom,104.300000,0.0295375379,3531.100000,pre-2012 TIC classification
2009-08-01,2008M01-2023M09,Mainland China,936.500000,0.2652148056,3531.100000,pre-2012 TIC classification
2009-08-01,2008M01-2023M09,Japan,727.500000,0.2060264507,3531.100000,pre-2012 TIC classification
2009-09-01,2008M01-2023M09,All other foreign,826.000000,0.2313336694,3570.600000,pre-2012 TIC classification
2009-09-01,2008M01-2023M09,EU-27 (identifiable),305.700000,0.0856158629,3570.600000,pre-2012 TIC classification
2009-09-01,2008M01-2023M09,Middle East (reported/bridge),261.200000,0.0731529715,3570.600000,pre-2012 TIC classification
2009-09-01,2008M01-2023M09,Four Asian dragons,322.400000,0.0902929480,3570.600000,pre-2012 TIC classification
2009-09-01,2008M01-2023M09,Canada,42.300000,0.0118467484,3570.600000,pre-2012 TIC classification
2009-09-01,2008M01-2023M09,United Kingdom,126.800000,0.0355122388,3570.600000,pre-2012 TIC classification
2009-09-01,2008M01-2023M09,Mainland China,938.300000,0.2627849661,3570.600000,pre-2012 TIC classification
2009-09-01,2008M01-2023M09,Japan,747.900000,0.2094605949,3570.600000,pre-2012 TIC classification
2009-10-01,2008M01-2023M09,All other foreign,832.100000,0.2329768171,3571.600000,pre-2012 TIC classification
2009-10-01,2008M01-2023M09,EU-27 (identifiable),308.400000,0.0863478553,3571.600000,pre-2012 TIC classification
2009-10-01,2008M01-2023M09,Middle East (reported/bridge),264.000000,0.0739164520,3571.600000,pre-2012 TIC classification
2009-10-01,2008M01-2023M09,Four Asian dragons,333.000000,0.0932355247,3571.600000,pre-2012 TIC classification
2009-10-01,2008M01-2023M09,Canada,44.800000,0.0125433979,3571.600000,pre-2012 TIC classification
2009-10-01,2008M01-2023M09,United Kingdom,108.100000,0.0302665472,3571.600000,pre-2012 TIC classification
2009-10-01,2008M01-2023M09,Mainland China,938.300000,0.2627113899,3571.600000,pre-2012 TIC classification
2009-10-01,2008M01-2023M09,Japan,742.900000,0.2080020159,3571.600000,pre-2012 TIC classification
2009-11-01,2008M01-2023M09,All other foreign,854.900000,0.2330062687,3669.000000,pre-2012 TIC classification
2009-11-01,2008M01-2023M09,EU-27 (identifiable),322.900000,0.0880076315,3669.000000,pre-2012 TIC classification
2009-11-01,2008M01-2023M09,Middle East (reported/bridge),266.500000,0.0726355955,3669.000000,pre-2012 TIC classification
2009-11-01,2008M01-2023M09,Four Asian dragons,335.200000,0.0913600436,3669.000000,pre-2012 TIC classification
2009-11-01,2008M01-2023M09,Canada,50.700000,0.0138184791,3669.000000,pre-2012 TIC classification
2009-11-01,2008M01-2023M09,United Kingdom,155.500000,0.0423821205,3669.000000,pre-2012 TIC classification
2009-11-01,2008M01-2023M09,Mainland China,929.000000,0.2532025075,3669.000000,pre-2012 TIC classification
2009-11-01,2008M01-2023M09,Japan,754.300000,0.2055873535,3669.000000,pre-2012 TIC classification
2009-12-01,2008M01-2023M09,All other foreign,864.000000,0.2344576809,3685.100000,pre-2012 TIC classification
2009-12-01,2008M01-2023M09,EU-27 (identifiable),320.900000,0.0870804049,3685.100000,pre-2012 TIC classification
2009-12-01,2008M01-2023M09,Middle East (reported/bridge),261.900000,0.0710699845,3685.100000,pre-2012 TIC classification
2009-12-01,2008M01-2023M09,Four Asian dragons,344.700000,0.0935388456,3685.100000,pre-2012 TIC classification
2009-12-01,2008M01-2023M09,Canada,52.800000,0.0143279694,3685.100000,pre-2012 TIC classification
2009-12-01,2008M01-2023M09,United Kingdom,180.300000,0.0489267591,3685.100000,pre-2012 TIC classification
2009-12-01,2008M01-2023M09,Mainland China,894.800000,0.2428156631,3685.100000,pre-2012 TIC classification
2009-12-01,2008M01-2023M09,Japan,765.700000,0.2077826925,3685.100000,pre-2012 TIC classification
2010-02-01,2008M01-2023M09,All other foreign,867.000000,0.2314777733,3745.500000,pre-2012 TIC classification
2010-02-01,2008M01-2023M09,EU-27 (identifiable),296.200000,0.0790815645,3745.500000,pre-2012 TIC classification
2010-02-01,2008M01-2023M09,Middle East (reported/bridge),279.800000,0.0747029769,3745.500000,pre-2012 TIC classification
2010-02-01,2008M01-2023M09,Four Asian dragons,356.200000,0.0951007876,3745.500000,pre-2012 TIC classification
2010-02-01,2008M01-2023M09,Canada,67.100000,0.0179148311,3745.500000,pre-2012 TIC classification
2010-02-01,2008M01-2023M09,United Kingdom,233.500000,0.0623414764,3745.500000,pre-2012 TIC classification
2010-02-01,2008M01-2023M09,Mainland China,877.500000,0.2342811374,3745.500000,pre-2012 TIC classification
2010-02-01,2008M01-2023M09,Japan,768.200000,0.2050994527,3745.500000,pre-2012 TIC classification
2010-03-01,2008M01-2023M09,All other foreign,869.300000,0.2241677196,3877.900000,pre-2012 TIC classification
2010-03-01,2008M01-2023M09,EU-27 (identifiable),317.200000,0.0817968488,3877.900000,pre-2012 TIC classification
2010-03-01,2008M01-2023M09,Middle East (reported/bridge),295.500000,0.0762010366,3877.900000,pre-2012 TIC classification
2010-03-01,2008M01-2023M09,Four Asian dragons,361.300000,0.0931689832,3877.900000,pre-2012 TIC classification
2010-03-01,2008M01-2023M09,Canada,77.100000,0.0198818948,3877.900000,pre-2012 TIC classification
2010-03-01,2008M01-2023M09,United Kingdom,279.000000,0.0719461564,3877.900000,pre-2012 TIC classification
2010-03-01,2008M01-2023M09,Mainland China,895.200000,0.2308465922,3877.900000,pre-2012 TIC classification
2010-03-01,2008M01-2023M09,Japan,783.300000,0.2019907682,3877.900000,pre-2012 TIC classification
2010-04-01,2008M01-2023M09,All other foreign,876.300000,0.2217807248,3951.200000,pre-2012 TIC classification
2010-04-01,2008M01-2023M09,EU-27 (identifiable),316.300000,0.0800516299,3951.200000,pre-2012 TIC classification
2010-04-01,2008M01-2023M09,Middle East (reported/bridge),301.800000,0.0763818587,3951.200000,pre-2012 TIC classification
2010-04-01,2008M01-2023M09,Four Asian dragons,359.800000,0.0910609435,3951.200000,pre-2012 TIC classification
2010-04-01,2008M01-2023M09,Canada,81.900000,0.0207278801,3951.200000,pre-2012 TIC classification
2010-04-01,2008M01-2023M09,United Kingdom,321.100000,0.0812664507,3951.200000,pre-2012 TIC classification
2010-04-01,2008M01-2023M09,Mainland China,900.200000,0.2278295201,3951.200000,pre-2012 TIC classification
2010-04-01,2008M01-2023M09,Japan,793.800000,0.2009009921,3951.200000,pre-2012 TIC classification
2010-05-01,2008M01-2023M09,All other foreign,905.500000,0.2287656005,3958.200000,pre-2012 TIC classification
2010-05-01,2008M01-2023M09,EU-27 (identifiable),310.100000,0.0783436916,3958.200000,pre-2012 TIC classification
2010-05-01,2008M01-2023M09,Middle East (reported/bridge),304.300000,0.0768783791,3958.200000,pre-2012 TIC classification
2010-05-01,2008M01-2023M09,Four Asian dragons,350.300000,0.0884998232,3958.200000,pre-2012 TIC classification
2010-05-01,2008M01-2023M09,Canada,84.800000,0.0214238795,3958.200000,pre-2012 TIC classification
2010-05-01,2008M01-2023M09,United Kingdom,350.700000,0.0886008792,3958.200000,pre-2012 TIC classification
2010-05-01,2008M01-2023M09,Mainland China,867.700000,0.2192158052,3958.200000,pre-2012 TIC classification
2010-05-01,2008M01-2023M09,Japan,784.800000,0.1982719418,3958.200000,pre-2012 TIC classification
2010-06-01,2008M01-2023M09,All other foreign,923.100000,0.2306078093,4002.900000,pre-2012 TIC classification
2010-06-01,2008M01-2023M09,EU-27 (identifiable),329.200000,0.0822403757,4002.900000,pre-2012 TIC classification
2010-06-01,2008M01-2023M09,Middle East (reported/bridge),289.600000,0.0723475480,4002.900000,pre-2012 TIC classification
2010-06-01,2008M01-2023M09,Four Asian dragons,358.800000,0.0896350146,4002.900000,pre-2012 TIC classification
2010-06-01,2008M01-2023M09,Canada,93.700000,0.0234080292,4002.900000,pre-2012 TIC classification
2010-06-01,2008M01-2023M09,United Kingdom,363.600000,0.0908341452,4002.900000,pre-2012 TIC classification
2010-06-01,2008M01-2023M09,Mainland China,843.700000,0.2107721902,4002.900000,pre-2012 TIC classification
2010-06-01,2008M01-2023M09,Japan,801.200000,0.2001548877,4002.900000,pre-2012 TIC classification
2010-07-01,2008M01-2023M09,All other foreign,1027.300000,0.2498479947,4111.700000,pre-2012 TIC classification
2010-07-01,2008M01-2023M09,EU-27 (identifiable),343.500000,0.0835420872,4111.700000,pre-2012 TIC classification
2010-07-01,2008M01-2023M09,Middle East (reported/bridge),288.200000,0.0700926624,4111.700000,pre-2012 TIC classification
2010-07-01,2008M01-2023M09,Four Asian dragons,373.700000,0.0908869811,4111.700000,pre-2012 TIC classification
2010-07-01,2008M01-2023M09,Canada,41.800000,0.0101661113,4111.700000,pre-2012 TIC classification
2010-07-01,2008M01-2023M09,United Kingdom,104.900000,0.0255125617,4111.700000,pre-2012 TIC classification
2010-07-01,2008M01-2023M09,Mainland China,1115.100000,0.2712016927,4111.700000,pre-2012 TIC classification
2010-07-01,2008M01-2023M09,Japan,817.200000,0.1987499088,4111.700000,pre-2012 TIC classification
2010-08-01,2008M01-2023M09,All other foreign,1045.500000,0.2453016119,4262.100000,pre-2012 TIC classification
2010-08-01,2008M01-2023M09,EU-27 (identifiable),350.100000,0.0821426058,4262.100000,pre-2012 TIC classification
2010-08-01,2008M01-2023M09,Middle East (reported/bridge),295.700000,0.0693789447,4262.100000,pre-2012 TIC classification
2010-08-01,2008M01-2023M09,Four Asian dragons,378.800000,0.0888763755,4262.100000,pre-2012 TIC classification
2010-08-01,2008M01-2023M09,Canada,43.900000,0.0103000868,4262.100000,pre-2012 TIC classification
2010-08-01,2008M01-2023M09,United Kingdom,178.900000,0.0419746135,4262.100000,pre-2012 TIC classification
2010-08-01,2008M01-2023M09,Mainland China,1136.800000,0.2667229769,4262.100000,pre-2012 TIC classification
2010-08-01,2008M01-2023M09,Japan,832.400000,0.1953027850,4262.100000,pre-2012 TIC classification
2010-09-01,2008M01-2023M09,All other foreign,1043.200000,0.2417052827,4316.000000,pre-2012 TIC classification
2010-09-01,2008M01-2023M09,EU-27 (identifiable),338.200000,0.0783595922,4316.000000,pre-2012 TIC classification
2010-09-01,2008M01-2023M09,Middle East (reported/bridge),300.600000,0.0696478221,4316.000000,pre-2012 TIC classification
2010-09-01,2008M01-2023M09,Four Asian dragons,377.100000,0.0873725672,4316.000000,pre-2012 TIC classification
2010-09-01,2008M01-2023M09,Canada,55.600000,0.0128822984,4316.000000,pre-2012 TIC classification
2010-09-01,2008M01-2023M09,United Kingdom,188.600000,0.0436978684,4316.000000,pre-2012 TIC classification
2010-09-01,2008M01-2023M09,Mainland China,1151.900000,0.2668906395,4316.000000,pre-2012 TIC classification
2010-09-01,2008M01-2023M09,Japan,860.800000,0.1994439296,4316.000000,pre-2012 TIC classification
2010-10-01,2008M01-2023M09,All other foreign,1031.400000,0.2367768595,4356.000000,pre-2012 TIC classification
2010-10-01,2008M01-2023M09,EU-27 (identifiable),327.500000,0.0751836547,4356.000000,pre-2012 TIC classification
2010-10-01,2008M01-2023M09,Middle East (reported/bridge),284.200000,0.0652433425,4356.000000,pre-2012 TIC classification
2010-10-01,2008M01-2023M09,Four Asian dragons,391.500000,0.0898760331,4356.000000,pre-2012 TIC classification
2010-10-01,2008M01-2023M09,Canada,65.200000,0.0149678604,4356.000000,pre-2012 TIC classification
2010-10-01,2008M01-2023M09,United Kingdom,207.300000,0.0475895317,4356.000000,pre-2012 TIC classification
2010-10-01,2008M01-2023M09,Mainland China,1175.300000,0.2698117539,4356.000000,pre-2012 TIC classification
2010-10-01,2008M01-2023M09,Japan,873.600000,0.2005509642,4356.000000,pre-2012 TIC classification
2010-11-01,2008M01-2023M09,All other foreign,1041.000000,0.2368924085,4394.400000,pre-2012 TIC classification
